# script: Stepped_tone_log.py
# csv_file: data/stepped_tone_2026-07-20_14-07-10.csv
# samplerate: 48000
# amplitude: 1.0
# output_device: Externe Kopfhörer
# port: /dev/cu.usbserial-1110
# baud: 115200
# tones: [100, 107, 115, 123, 143, 238, 241, 292, 306, 333, 495]
# dwell_s: 4.0
# notes_source: Notes/Baseplate/Baseplate_design.md, Notes/Coldplate/Coldplate.md
# run_timestamp_local: 2026-07-20T14:07:12.548114+02:00
wall_clock,t_rel_s,f_scheduled_hz,tone_index,arduino_t_ms,p2p_0,rms_0,vmax_0,vmin_0,p2p_1,rms_1,vmax_1,vmin_1
2026-07-20T14:07:13.973371+02:00,1.296,100.0,0,1849,36.0,9.0,305.0,269.0,29.0,6.83,315.0,286.0
2026-07-20T14:07:13.994166+02:00,1.317,100.0,0,1870,37.0,8.95,306.0,269.0,28.0,6.94,315.0,287.0
2026-07-20T14:07:14.015446+02:00,1.338,100.0,0,1891,39.0,9.79,306.0,267.0,31.0,7.6,316.0,285.0
2026-07-20T14:07:14.036307+02:00,1.359,100.0,0,1912,38.0,10.06,305.0,267.0,30.0,7.68,315.0,285.0
2026-07-20T14:07:14.064574+02:00,1.387,100.0,0,1934,39.0,9.45,306.0,267.0,29.0,7.29,315.0,286.0
2026-07-20T14:07:14.079157+02:00,1.402,100.0,0,1955,39.0,9.55,308.0,269.0,30.0,7.28,317.0,287.0
2026-07-20T14:07:14.101524+02:00,1.424,100.0,0,1977,40.0,9.79,306.0,266.0,31.0,7.68,316.0,285.0
2026-07-20T14:07:14.122043+02:00,1.445,100.0,0,1998,39.0,9.73,306.0,267.0,29.0,7.48,315.0,286.0
2026-07-20T14:07:14.144916+02:00,1.467,100.0,0,2020,40.0,10.35,308.0,268.0,32.0,8.03,317.0,285.0
2026-07-20T14:07:14.166931+02:00,1.489,100.0,0,2042,39.0,9.64,307.0,268.0,30.0,7.51,316.0,286.0
2026-07-20T14:07:14.188628+02:00,1.511,100.0,0,2064,40.0,9.58,307.0,267.0,30.0,7.32,316.0,286.0
2026-07-20T14:07:14.214454+02:00,1.537,100.0,0,2086,39.0,9.38,308.0,269.0,30.0,7.31,316.0,286.0
2026-07-20T14:07:14.232735+02:00,1.555,100.0,0,2108,39.0,9.63,308.0,269.0,30.0,7.36,317.0,287.0
2026-07-20T14:07:14.256591+02:00,1.579,100.0,0,2130,37.0,8.82,306.0,269.0,30.0,6.86,316.0,286.0
2026-07-20T14:07:14.278329+02:00,1.601,100.0,0,2152,38.0,9.25,304.0,266.0,29.0,7.14,314.0,285.0
2026-07-20T14:07:14.297171+02:00,1.620,100.0,0,2173,38.0,9.79,305.0,267.0,29.0,7.58,314.0,285.0
2026-07-20T14:07:14.319710+02:00,1.642,100.0,0,2195,40.0,9.71,308.0,268.0,31.0,7.46,317.0,286.0
2026-07-20T14:07:14.340205+02:00,1.663,100.0,0,2216,39.0,9.4,307.0,268.0,31.0,7.32,316.0,285.0
2026-07-20T14:07:14.362945+02:00,1.685,100.0,0,2238,36.0,9.1,305.0,269.0,28.0,6.96,315.0,287.0
2026-07-20T14:07:14.384302+02:00,1.707,100.0,0,2260,41.0,9.87,307.0,266.0,32.0,7.7,316.0,284.0
2026-07-20T14:07:14.406783+02:00,1.729,100.0,0,2282,39.0,9.54,307.0,268.0,30.0,7.37,316.0,286.0
2026-07-20T14:07:14.429403+02:00,1.752,100.0,0,2305,37.0,8.88,304.0,267.0,30.0,6.97,315.0,285.0
2026-07-20T14:07:14.454309+02:00,1.777,100.0,0,2327,39.0,9.72,306.0,267.0,30.0,7.56,316.0,286.0
2026-07-20T14:07:14.474058+02:00,1.797,100.0,0,2349,37.0,9.13,304.0,267.0,30.0,7.08,315.0,285.0
2026-07-20T14:07:14.496448+02:00,1.819,100.0,0,2370,38.0,8.67,305.0,267.0,29.0,6.77,315.0,286.0
2026-07-20T14:07:14.516284+02:00,1.839,100.0,0,2392,39.0,9.66,305.0,266.0,29.0,7.47,314.0,285.0
2026-07-20T14:07:14.538551+02:00,1.861,100.0,0,2413,40.0,9.9,306.0,266.0,30.0,7.57,315.0,285.0
2026-07-20T14:07:14.561350+02:00,1.884,100.0,0,2435,37.0,9.2,306.0,269.0,29.0,7.11,316.0,287.0
2026-07-20T14:07:14.585847+02:00,1.908,100.0,0,2457,37.0,9.43,305.0,268.0,29.0,7.28,315.0,286.0
2026-07-20T14:07:14.609507+02:00,1.932,100.0,0,2479,39.0,9.72,307.0,268.0,30.0,7.64,316.0,286.0
2026-07-20T14:07:14.624793+02:00,1.947,100.0,0,2501,37.0,9.57,305.0,268.0,28.0,7.45,315.0,287.0
2026-07-20T14:07:14.646406+02:00,1.969,100.0,0,2522,35.0,8.86,304.0,269.0,27.0,6.81,314.0,287.0
2026-07-20T14:07:14.667046+02:00,1.990,100.0,0,2543,39.0,10.12,306.0,267.0,30.0,7.84,315.0,285.0
2026-07-20T14:07:14.689361+02:00,2.012,100.0,0,2565,38.0,9.26,305.0,267.0,29.0,7.07,314.0,285.0
2026-07-20T14:07:14.709791+02:00,2.032,100.0,0,2586,34.0,8.63,304.0,270.0,27.0,6.85,315.0,288.0
2026-07-20T14:07:14.733064+02:00,2.056,100.0,0,2608,41.0,9.64,307.0,266.0,31.0,7.46,316.0,285.0
2026-07-20T14:07:14.756465+02:00,2.079,100.0,0,2630,40.0,9.29,307.0,267.0,31.0,7.24,316.0,285.0
2026-07-20T14:07:14.776662+02:00,2.099,100.0,0,2652,38.0,9.25,306.0,268.0,29.0,7.14,315.0,286.0
2026-07-20T14:07:14.797962+02:00,2.120,100.0,0,2674,37.0,9.44,305.0,268.0,28.0,7.27,314.0,286.0
2026-07-20T14:07:14.819482+02:00,2.142,100.0,0,2695,40.0,10.02,307.0,267.0,30.0,7.67,316.0,286.0
2026-07-20T14:07:14.839822+02:00,2.162,100.0,0,2716,39.0,9.43,306.0,267.0,30.0,7.24,316.0,286.0
2026-07-20T14:07:14.862304+02:00,2.185,100.0,0,2738,41.0,9.9,306.0,265.0,32.0,7.63,316.0,284.0
2026-07-20T14:07:14.885341+02:00,2.208,100.0,0,2759,38.0,8.9,305.0,267.0,29.0,6.94,315.0,286.0
2026-07-20T14:07:14.910994+02:00,2.233,100.0,0,2780,36.0,8.81,305.0,269.0,28.0,6.81,315.0,287.0
2026-07-20T14:07:14.924981+02:00,2.247,100.0,0,2801,37.0,9.35,305.0,268.0,28.0,7.22,314.0,286.0
2026-07-20T14:07:14.947352+02:00,2.270,100.0,0,2823,38.0,9.35,306.0,268.0,29.0,7.23,315.0,286.0
2026-07-20T14:07:14.967869+02:00,2.290,100.0,0,2844,39.0,9.97,306.0,267.0,30.0,7.8,316.0,286.0
2026-07-20T14:07:14.993382+02:00,2.316,100.0,0,2865,39.0,9.19,305.0,266.0,30.0,7.05,315.0,285.0
2026-07-20T14:07:15.010008+02:00,2.332,100.0,0,2886,36.0,9.01,305.0,269.0,27.0,6.98,315.0,288.0
2026-07-20T14:07:15.033207+02:00,2.356,100.0,0,2908,38.0,9.4,306.0,268.0,30.0,7.32,316.0,286.0
2026-07-20T14:07:15.056436+02:00,2.379,100.0,0,2929,35.0,8.47,304.0,269.0,28.0,6.59,315.0,287.0
2026-07-20T14:07:15.080921+02:00,2.403,100.0,0,2951,37.0,9.18,305.0,268.0,29.0,7.11,315.0,286.0
2026-07-20T14:07:15.097124+02:00,2.420,100.0,0,2973,38.0,9.72,307.0,269.0,30.0,7.56,317.0,287.0
2026-07-20T14:07:15.119490+02:00,2.442,100.0,0,2995,38.0,9.65,306.0,268.0,30.0,7.47,316.0,286.0
2026-07-20T14:07:15.140462+02:00,2.463,100.0,0,3016,34.0,8.47,305.0,271.0,25.0,6.51,314.0,289.0
2026-07-20T14:07:15.165573+02:00,2.488,100.0,0,3038,37.0,9.27,306.0,269.0,29.0,7.19,315.0,286.0
2026-07-20T14:07:15.183062+02:00,2.506,100.0,0,3059,35.0,8.46,303.0,268.0,28.0,6.56,314.0,286.0
2026-07-20T14:07:15.205513+02:00,2.528,100.0,0,3081,39.0,9.44,305.0,266.0,30.0,7.31,315.0,285.0
2026-07-20T14:07:15.227063+02:00,2.550,100.0,0,3103,38.0,9.78,306.0,268.0,30.0,7.49,316.0,286.0
2026-07-20T14:07:15.249410+02:00,2.572,100.0,0,3125,38.0,9.72,307.0,269.0,29.0,7.55,316.0,287.0
2026-07-20T14:07:15.272355+02:00,2.595,100.0,0,3146,37.0,9.21,307.0,270.0,29.0,7.14,317.0,288.0
2026-07-20T14:07:15.293014+02:00,2.615,100.0,0,3168,38.0,9.25,305.0,267.0,29.0,7.12,314.0,285.0
2026-07-20T14:07:15.317694+02:00,2.640,100.0,0,3189,39.0,8.6,307.0,268.0,30.0,6.64,316.0,286.0
2026-07-20T14:07:15.335655+02:00,2.658,100.0,0,3211,35.0,9.4,305.0,270.0,28.0,7.27,316.0,288.0
2026-07-20T14:07:15.357155+02:00,2.680,100.0,0,3233,37.0,9.26,305.0,268.0,28.0,7.19,315.0,287.0
2026-07-20T14:07:15.379422+02:00,2.702,100.0,0,3255,37.0,9.14,306.0,269.0,29.0,7.09,316.0,287.0
2026-07-20T14:07:15.400041+02:00,2.722,100.0,0,3276,38.0,9.31,306.0,268.0,30.0,7.31,316.0,286.0
2026-07-20T14:07:15.422526+02:00,2.745,100.0,0,3298,41.0,9.36,307.0,266.0,30.0,7.22,316.0,286.0
2026-07-20T14:07:15.442977+02:00,2.765,100.0,0,3319,33.0,7.79,302.0,269.0,25.0,5.93,312.0,287.0
2026-07-20T14:07:15.465720+02:00,2.788,100.0,0,3341,36.0,9.16,304.0,268.0,29.0,7.12,315.0,286.0
2026-07-20T14:07:15.487062+02:00,2.809,100.0,0,3363,40.0,9.96,307.0,267.0,29.0,7.6,315.0,286.0
2026-07-20T14:07:15.509693+02:00,2.832,100.0,0,3385,37.0,9.33,306.0,269.0,29.0,7.25,316.0,287.0
2026-07-20T14:07:15.530886+02:00,2.853,100.0,0,3406,38.0,9.25,306.0,268.0,30.0,7.14,316.0,286.0
2026-07-20T14:07:15.552383+02:00,2.875,100.0,0,3428,40.0,9.37,308.0,268.0,31.0,7.24,317.0,286.0
2026-07-20T14:07:15.573204+02:00,2.896,100.0,0,3449,35.0,8.23,304.0,269.0,27.0,6.36,314.0,287.0
2026-07-20T14:07:15.595723+02:00,2.918,100.0,0,3471,35.0,8.91,303.0,268.0,27.0,6.88,313.0,286.0
2026-07-20T14:07:15.617201+02:00,2.940,100.0,0,3493,38.0,9.6,305.0,267.0,29.0,7.38,315.0,286.0
2026-07-20T14:07:15.642555+02:00,2.965,100.0,0,3515,38.0,9.19,306.0,268.0,28.0,7.13,315.0,287.0
2026-07-20T14:07:15.661072+02:00,2.984,100.0,0,3537,39.0,9.74,307.0,268.0,29.0,7.52,316.0,287.0
2026-07-20T14:07:15.682647+02:00,3.005,100.0,0,3558,37.0,9.31,306.0,269.0,28.0,7.23,315.0,287.0
2026-07-20T14:07:15.703255+02:00,3.026,100.0,0,3579,38.0,8.25,306.0,268.0,27.0,6.41,314.0,287.0
2026-07-20T14:07:15.725693+02:00,3.048,100.0,0,3601,35.0,8.67,304.0,269.0,27.0,6.71,314.0,287.0
2026-07-20T14:07:15.746111+02:00,3.069,100.0,0,3622,39.0,9.8,307.0,268.0,30.0,7.59,316.0,286.0
2026-07-20T14:07:15.767780+02:00,3.090,100.0,0,3643,36.0,9.24,304.0,268.0,28.0,7.18,314.0,286.0
2026-07-20T14:07:15.788143+02:00,3.111,100.0,0,3664,37.0,9.7,305.0,268.0,29.0,7.47,315.0,286.0
2026-07-20T14:07:15.810544+02:00,3.133,100.0,0,3686,36.0,9.26,304.0,268.0,28.0,7.13,314.0,286.0
2026-07-20T14:07:15.831190+02:00,3.154,100.0,0,3707,38.0,9.56,305.0,267.0,28.0,7.33,314.0,286.0
2026-07-20T14:07:15.853733+02:00,3.176,100.0,0,3729,35.0,9.27,305.0,270.0,28.0,7.12,315.0,287.0
2026-07-20T14:07:15.875260+02:00,3.198,100.0,0,3751,38.0,9.3,305.0,267.0,28.0,7.19,314.0,286.0
2026-07-20T14:07:15.900845+02:00,3.223,100.0,0,3773,36.0,9.15,304.0,268.0,29.0,7.19,315.0,286.0
2026-07-20T14:07:15.922973+02:00,3.245,100.0,0,3794,38.0,9.84,306.0,268.0,30.0,7.63,316.0,286.0
2026-07-20T14:07:15.940646+02:00,3.263,100.0,0,3816,38.0,9.07,306.0,268.0,30.0,7.08,316.0,286.0
2026-07-20T14:07:15.961191+02:00,3.284,100.0,0,3837,37.0,9.36,305.0,268.0,27.0,7.16,315.0,288.0
2026-07-20T14:07:15.983897+02:00,3.306,100.0,0,3859,37.0,9.7,304.0,267.0,29.0,7.57,314.0,285.0
2026-07-20T14:07:16.005415+02:00,3.328,100.0,0,3881,37.0,9.45,305.0,268.0,28.0,7.29,315.0,287.0
2026-07-20T14:07:16.031579+02:00,3.354,100.0,0,3903,34.0,8.66,304.0,270.0,26.0,6.72,314.0,288.0
2026-07-20T14:07:16.048230+02:00,3.371,100.0,0,3924,37.0,9.45,305.0,268.0,28.0,7.35,315.0,287.0
2026-07-20T14:07:16.070829+02:00,3.393,100.0,0,3946,39.0,9.72,306.0,267.0,29.0,7.38,315.0,286.0
2026-07-20T14:07:16.092164+02:00,3.415,100.0,0,3968,36.0,9.13,306.0,270.0,27.0,7.09,315.0,288.0
2026-07-20T14:07:16.113817+02:00,3.436,100.0,0,3989,37.0,8.88,305.0,268.0,28.0,6.86,315.0,287.0
2026-07-20T14:07:16.136391+02:00,3.459,100.0,0,4012,39.0,10.01,306.0,267.0,31.0,7.73,316.0,285.0
2026-07-20T14:07:16.158761+02:00,3.481,100.0,0,4034,37.0,9.51,305.0,268.0,28.0,7.34,315.0,287.0
2026-07-20T14:07:16.180501+02:00,3.503,100.0,0,4056,37.0,9.13,305.0,268.0,28.0,7.15,315.0,287.0
2026-07-20T14:07:16.201915+02:00,3.524,100.0,0,4078,38.0,9.33,307.0,269.0,30.0,7.26,317.0,287.0
2026-07-20T14:07:16.224331+02:00,3.547,100.0,0,4100,36.0,9.39,305.0,269.0,28.0,7.31,315.0,287.0
2026-07-20T14:07:16.245049+02:00,3.568,100.0,0,4121,37.0,9.26,305.0,268.0,27.0,7.07,314.0,287.0
2026-07-20T14:07:16.273097+02:00,3.596,100.0,0,4143,39.0,9.24,306.0,267.0,30.0,7.24,316.0,286.0
2026-07-20T14:07:16.287833+02:00,3.610,100.0,0,4164,41.0,9.86,306.0,265.0,31.0,7.73,315.0,284.0
2026-07-20T14:07:16.310527+02:00,3.633,100.0,0,4186,36.0,9.09,306.0,270.0,27.0,7.01,315.0,288.0
2026-07-20T14:07:16.333629+02:00,3.656,100.0,0,4208,37.0,9.49,305.0,268.0,30.0,7.34,316.0,286.0
2026-07-20T14:07:16.354410+02:00,3.677,100.0,0,4230,38.0,9.61,305.0,267.0,29.0,7.31,315.0,286.0
2026-07-20T14:07:16.374965+02:00,3.697,100.0,0,4251,36.0,9.1,305.0,269.0,27.0,6.94,315.0,288.0
2026-07-20T14:07:16.397995+02:00,3.720,100.0,0,4273,34.0,8.77,304.0,270.0,26.0,6.73,314.0,288.0
2026-07-20T14:07:16.417912+02:00,3.740,100.0,0,4294,38.0,9.65,306.0,268.0,29.0,7.46,315.0,286.0
2026-07-20T14:07:16.440551+02:00,3.763,100.0,0,4316,39.0,9.59,306.0,267.0,31.0,7.39,317.0,286.0
2026-07-20T14:07:16.462014+02:00,3.784,100.0,0,4338,36.0,9.08,305.0,269.0,28.0,7.01,315.0,287.0
2026-07-20T14:07:16.484456+02:00,3.807,100.0,0,4360,36.0,9.59,304.0,268.0,28.0,7.42,314.0,286.0
2026-07-20T14:07:16.505134+02:00,3.828,100.0,0,4381,37.0,9.5,305.0,268.0,28.0,7.34,315.0,287.0
2026-07-20T14:07:16.533218+02:00,3.856,100.0,0,4403,39.0,9.34,307.0,268.0,29.0,7.21,316.0,287.0
2026-07-20T14:07:16.547943+02:00,3.870,100.0,0,4424,35.0,9.4,304.0,269.0,27.0,7.21,314.0,287.0
2026-07-20T14:07:16.571669+02:00,3.894,100.0,0,4446,37.0,9.43,304.0,267.0,29.0,7.35,315.0,286.0
2026-07-20T14:07:16.592205+02:00,3.915,100.0,0,4468,37.0,9.23,306.0,269.0,28.0,7.04,315.0,287.0
2026-07-20T14:07:16.614596+02:00,3.937,100.0,0,4490,36.0,9.05,305.0,269.0,28.0,7.04,315.0,287.0
2026-07-20T14:07:16.635525+02:00,3.958,100.0,0,4511,40.0,10.37,308.0,268.0,31.0,8.02,317.0,286.0
2026-07-20T14:07:16.660244+02:00,3.983,100.0,0,4533,35.0,8.86,305.0,270.0,28.0,6.82,315.0,287.0
2026-07-20T14:07:16.678101+02:00,4.001,107.0,1,4554,36.0,9.12,305.0,269.0,28.0,6.99,315.0,287.0
2026-07-20T14:07:16.700486+02:00,4.023,107.0,1,4576,39.0,9.54,305.0,266.0,31.0,7.42,316.0,285.0
2026-07-20T14:07:16.722475+02:00,4.045,107.0,1,4597,37.0,9.98,306.0,269.0,28.0,7.64,316.0,288.0
2026-07-20T14:07:16.743793+02:00,4.066,107.0,1,4619,43.0,12.33,311.0,268.0,34.0,9.41,320.0,286.0
2026-07-20T14:07:16.765072+02:00,4.088,107.0,1,4641,41.0,11.25,308.0,267.0,30.0,8.42,317.0,287.0
2026-07-20T14:07:16.787402+02:00,4.110,107.0,1,4662,42.0,11.73,309.0,267.0,31.0,8.81,318.0,287.0
2026-07-20T14:07:16.808223+02:00,4.131,107.0,1,4683,38.0,10.68,305.0,267.0,29.0,8.01,315.0,286.0
2026-07-20T14:07:16.829580+02:00,4.152,107.0,1,4705,40.0,10.81,307.0,267.0,30.0,8.35,316.0,286.0
2026-07-20T14:07:16.851114+02:00,4.174,107.0,1,4727,43.0,11.56,310.0,267.0,31.0,8.84,318.0,287.0
2026-07-20T14:07:16.874624+02:00,4.197,107.0,1,4749,39.0,11.73,307.0,268.0,30.0,8.88,317.0,287.0
