# script: Stepped_tone_log.py
# csv_file: data/stepped_tone_2026-07-20_14-10-21.csv
# samplerate: 48000
# amplitude: 1.0
# output_device: Externe Kopfhörer
# port: /dev/cu.usbserial-1110
# baud: 115200
# tones: [100, 107, 115, 123, 143, 238, 241, 292, 306, 333, 495]
# dwell_s: 4.0
# notes_source: Notes/Baseplate/Baseplate_design.md, Notes/Coldplate/Coldplate.md
# run_timestamp_local: 2026-07-20T14:10:23.568000+02:00
wall_clock,t_rel_s,f_scheduled_hz,tone_index,arduino_t_ms,p2p_0,rms_0,vmax_0,vmin_0,p2p_1,rms_1,vmax_1,vmin_1
2026-07-20T14:10:25.403702+02:00,1.704,100.0,0,2264,22.0,6.01,295.0,273.0,18.0,4.69,308.0,290.0
2026-07-20T14:10:25.425198+02:00,1.726,100.0,0,2286,20.0,5.47,293.0,273.0,16.0,4.33,306.0,290.0
2026-07-20T14:10:25.447649+02:00,1.748,100.0,0,2308,21.0,5.31,293.0,272.0,17.0,4.15,306.0,289.0
2026-07-20T14:10:25.468086+02:00,1.768,100.0,0,2329,24.0,5.72,296.0,272.0,19.0,4.56,308.0,289.0
2026-07-20T14:10:25.490436+02:00,1.791,100.0,0,2351,22.0,5.59,294.0,272.0,17.0,4.43,306.0,289.0
2026-07-20T14:10:25.511119+02:00,1.811,100.0,0,2372,21.0,5.22,294.0,273.0,16.0,4.04,306.0,290.0
2026-07-20T14:10:25.533587+02:00,1.834,100.0,0,2394,20.0,5.55,294.0,274.0,17.0,4.39,307.0,290.0
2026-07-20T14:10:25.555152+02:00,1.856,100.0,0,2416,23.0,6.22,295.0,272.0,18.0,4.97,307.0,289.0
2026-07-20T14:10:25.577731+02:00,1.878,100.0,0,2438,22.0,5.57,294.0,272.0,16.0,4.3,306.0,290.0
2026-07-20T14:10:25.598141+02:00,1.899,100.0,0,2459,21.0,5.55,294.0,273.0,17.0,4.44,306.0,289.0
2026-07-20T14:10:25.620667+02:00,1.921,100.0,0,2481,24.0,5.93,295.0,271.0,19.0,4.67,307.0,288.0
2026-07-20T14:10:25.641016+02:00,1.941,100.0,0,2502,25.0,6.02,296.0,271.0,19.0,4.66,308.0,289.0
2026-07-20T14:10:25.663688+02:00,1.964,100.0,0,2524,21.0,5.81,295.0,274.0,17.0,4.57,307.0,290.0
2026-07-20T14:10:25.685446+02:00,1.986,100.0,0,2546,22.0,5.94,294.0,272.0,17.0,4.6,306.0,289.0
2026-07-20T14:10:25.707645+02:00,2.008,100.0,0,2568,23.0,5.92,296.0,273.0,18.0,4.61,308.0,290.0
2026-07-20T14:10:25.729180+02:00,2.030,100.0,0,2590,20.0,5.32,294.0,274.0,15.0,4.15,306.0,291.0
2026-07-20T14:10:25.750614+02:00,2.051,100.0,0,2611,22.0,5.64,294.0,272.0,17.0,4.42,306.0,289.0
2026-07-20T14:10:25.771135+02:00,2.072,100.0,0,2632,21.0,5.55,294.0,273.0,16.0,4.35,306.0,290.0
2026-07-20T14:10:25.797717+02:00,2.098,100.0,0,2654,21.0,5.33,294.0,273.0,16.0,4.1,305.0,289.0
2026-07-20T14:10:25.814153+02:00,2.115,100.0,0,2675,21.0,5.75,294.0,273.0,16.0,4.45,306.0,290.0
2026-07-20T14:10:25.836872+02:00,2.137,100.0,0,2697,24.0,6.14,296.0,272.0,19.0,4.79,308.0,289.0
2026-07-20T14:10:25.858422+02:00,2.159,100.0,0,2719,23.0,5.73,295.0,272.0,18.0,4.49,307.0,289.0
2026-07-20T14:10:25.880869+02:00,2.181,100.0,0,2741,21.0,5.3,296.0,275.0,17.0,4.29,308.0,291.0
2026-07-20T14:10:25.908570+02:00,2.209,100.0,0,2762,23.0,5.6,296.0,273.0,18.0,4.39,308.0,290.0
2026-07-20T14:10:25.923610+02:00,2.224,100.0,0,2784,26.0,6.49,296.0,270.0,20.0,5.09,307.0,287.0
2026-07-20T14:10:25.944295+02:00,2.245,100.0,0,2805,22.0,5.54,295.0,273.0,17.0,4.34,307.0,290.0
2026-07-20T14:10:25.966838+02:00,2.267,100.0,0,2827,26.0,6.16,298.0,272.0,19.0,4.76,309.0,290.0
2026-07-20T14:10:25.988548+02:00,2.289,100.0,0,2849,25.0,6.42,296.0,271.0,20.0,5.13,308.0,288.0
2026-07-20T14:10:26.010704+02:00,2.311,100.0,0,2871,22.0,5.62,294.0,272.0,17.0,4.41,307.0,290.0
