# script: Chirp_sweep_log.py
# csv_file: data/chirp_sweep_2026-07-20_14-24-20.csv
# samplerate: 48000
# amplitude: 1.0
# output_device: Externe Kopfhörer
# port: /dev/cu.usbserial-1110
# baud: 115200
# sweep: {"f0": 20.0, "f1": 20000.0, "duration_s": 40.0, "type": "log"}
# run_timestamp_local: 2026-07-20T14:24:22.190447+02:00
wall_clock,t_rel_s,f_inst_hz,arduino_t_ms,p2p_0,rms_0,vmax_0,vmin_0,p2p_1,rms_1,vmax_1,vmin_1
2026-07-20T14:24:23.556761+02:00,1.251,24.82,1788,2.0,0.74,280.0,278.0,2.0,0.62,297.0,295.0
2026-07-20T14:24:23.578757+02:00,1.273,24.92,1810,2.0,0.58,279.0,277.0,2.0,0.6,296.0,294.0
2026-07-20T14:24:23.599165+02:00,1.294,25.01,1831,5.0,1.35,281.0,276.0,4.0,0.99,298.0,294.0
2026-07-20T14:24:23.620737+02:00,1.315,25.10,1852,1.0,0.48,279.0,278.0,1.0,0.41,296.0,295.0
2026-07-20T14:24:23.641178+02:00,1.336,25.19,1873,2.0,0.48,279.0,277.0,2.0,0.52,297.0,295.0
2026-07-20T14:24:23.663768+02:00,1.358,25.29,1895,3.0,0.67,280.0,277.0,2.0,0.63,297.0,295.0
2026-07-20T14:24:23.684231+02:00,1.379,25.38,1916,3.0,1.06,279.0,276.0,2.0,0.85,296.0,294.0
2026-07-20T14:24:23.705849+02:00,1.400,25.47,1937,3.0,0.94,280.0,277.0,2.0,0.68,297.0,295.0
2026-07-20T14:24:23.726345+02:00,1.421,25.56,1958,3.0,0.86,280.0,277.0,3.0,0.71,297.0,294.0
2026-07-20T14:24:23.747699+02:00,1.442,25.66,1979,5.0,1.47,281.0,276.0,4.0,1.15,298.0,294.0
2026-07-20T14:24:23.768217+02:00,1.463,25.75,2000,4.0,1.06,280.0,276.0,3.0,0.92,297.0,294.0
2026-07-20T14:24:23.790812+02:00,1.485,25.85,2022,5.0,1.3,281.0,276.0,4.0,1.06,298.0,294.0
2026-07-20T14:24:23.813621+02:00,1.508,25.95,2044,6.0,1.81,281.0,275.0,6.0,1.49,298.0,292.0
2026-07-20T14:24:23.837556+02:00,1.532,26.06,2066,3.0,1.02,280.0,277.0,3.0,0.84,297.0,294.0
2026-07-20T14:24:23.856335+02:00,1.553,26.15,2087,4.0,1.09,281.0,277.0,3.0,0.89,297.0,294.0
2026-07-20T14:24:23.877858+02:00,1.572,26.24,2109,4.0,0.98,280.0,276.0,3.0,0.81,297.0,294.0
2026-07-20T14:24:23.899312+02:00,1.594,26.34,2131,3.0,1.03,281.0,278.0,3.0,0.79,298.0,295.0
2026-07-20T14:24:23.921826+02:00,1.616,26.44,2153,6.0,1.64,281.0,275.0,5.0,1.4,298.0,293.0
2026-07-20T14:24:23.942491+02:00,1.637,26.53,2174,2.0,0.59,280.0,278.0,2.0,0.47,297.0,295.0
2026-07-20T14:24:23.964866+02:00,1.659,26.64,2196,3.0,0.97,280.0,277.0,3.0,0.82,297.0,294.0
2026-07-20T14:24:23.988196+02:00,1.683,26.74,2219,3.0,0.72,280.0,277.0,2.0,0.71,297.0,295.0
2026-07-20T14:24:24.008642+02:00,1.703,26.84,2240,2.0,0.73,280.0,278.0,3.0,0.55,298.0,295.0
2026-07-20T14:24:24.030248+02:00,1.725,26.94,2262,3.0,0.81,279.0,276.0,2.0,0.74,296.0,294.0
2026-07-20T14:24:24.052061+02:00,1.747,27.04,2283,5.0,1.19,281.0,276.0,3.0,0.98,297.0,294.0
2026-07-20T14:24:24.074223+02:00,1.769,27.14,2306,5.0,1.44,281.0,276.0,4.0,1.17,298.0,294.0
2026-07-20T14:24:24.095689+02:00,1.790,27.25,2328,4.0,1.45,280.0,276.0,4.0,1.19,298.0,294.0
2026-07-20T14:24:24.118413+02:00,1.813,27.35,2350,6.0,1.49,281.0,275.0,5.0,1.22,298.0,293.0
2026-07-20T14:24:24.139939+02:00,1.834,27.45,2372,6.0,1.97,282.0,276.0,5.0,1.59,299.0,294.0
